店铺id,店铺名,评论总数,人均价格,标签1,标签2,详情链接,图片链接,店铺总分
k3KEQghPsv47fsF1,哥哥の深夜食堂(宝山上大芈城科创街店),1274条评价,￥96,日本料理,上海大学,https://www.dianping.com/shop/k3KEQghPsv47fsF1,http://p1.meituan.net/merchant/8cc700fcc0896e9363155610c10954eb82720.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5.0
l8sWYcOyYP3clhYQ,满巍明生炸鸡架(中冶祥腾城市广场店),2条评价,￥29,小吃快餐,南翔,https://www.dianping.com/shop/l8sWYcOyYP3clhYQ,https://p0.meituan.net/biztone/aee05ee70cc42a3a96257ce7e7fe3447942676.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5
k8MKKTOsnmBRMILY,丼丼屋(上海荟聚店),692条评价,￥80,日本料理,北新泾/淞虹路,https://www.dianping.com/shop/k8MKKTOsnmBRMILY,https://img.meituan.net/content/c9b44db6ea56fe21c41798ebb6fe0c8f125978.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5.0
H3bKKUf3MNY7PknQ,满巍明生炸鸡架(松江吾悦店),106条评价,￥25,小吃快餐,飞航广场,https://www.dianping.com/shop/H3bKKUf3MNY7PknQ,https://p0.meituan.net/biztone/aee05ee70cc42a3a96257ce7e7fe3447942676.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5
i9uBb6PsTzDgNpJr,满巍明生炸鸡架(普陀中环百联店),156条评价,￥28,小吃快餐,普陀区,https://www.dianping.com/shop/i9uBb6PsTzDgNpJr,https://p0.meituan.net/biztone/aee05ee70cc42a3a96257ce7e7fe3447942676.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
k2fIPSkrQHkTE9KA,X BUFF(博荟广场店),2481条评价,￥128,西餐,西藏南路/世博会馆,https://www.dianping.com/shop/k2fIPSkrQHkTE9KA,https://p0.meituan.net/biztone/5be7a6347d33ca707c8248c35019a137508035.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5.0
k9JsCHt6Q7sNWCkz,班班的摊摊(宝山日月光店),5386条评价,￥105,泰国菜,彭浦镇,https://www.dianping.com/shop/k9JsCHt6Q7sNWCkz,http://p0.meituan.net/biztone/1987033763_1647404257954.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
G83GjgdWIQufz8gD,卡乐星(浦东机场店),880条评价,￥70,西式快餐,浦东机场/机场镇,https://www.dianping.com/shop/G83GjgdWIQufz8gD,https://img.meituan.net/msmerchant/f89678351320b8922bf64c53d6b89492301425.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
G2sRMAMFXpKI5ERX,吉米鸡创意料理(松江大学城店),331条评价,￥62,韩国料理,松江大学城,https://www.dianping.com/shop/G2sRMAMFXpKI5ERX,http://p0.meituan.net/merchant/b064500f17bb30e88ba98c4d50a7005d307532.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
H5uHyrjxoxn4aQgo,丼丼屋(迪士尼小镇店),12292条评价,￥91,日本料理,迪士尼,https://www.dianping.com/shop/H5uHyrjxoxn4aQgo,https://img.meituan.net/content/c9b44db6ea56fe21c41798ebb6fe0c8f125978.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
G63A6YhitURki8qr,88首尔小酒馆 88POCHA(蒙自路店),1069条评价,￥112,韩国料理,打浦桥/田子坊,https://www.dianping.com/shop/G63A6YhitURki8qr,https://img.meituan.net/content/48dbe34fe64670ea0d7f0644ac755ead187855.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
G566uBPkGWKRxqfS,喜樂の深夜食堂(塘桥店),1638条评价,￥104,日本料理,塘桥,https://www.dianping.com/shop/G566uBPkGWKRxqfS,https://img.meituan.net/content/0a505b0879ff096b826604b023a4c13a32626.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5.0
G2DFeVmiypWq4YwD,叔叔家深夜食堂(颛桥米兰广场店),1707条评价,￥94,日本料理,颛桥/北桥,https://www.dianping.com/shop/G2DFeVmiypWq4YwD,http://p0.meituan.net/merchant/bd9b97a4ce200fe1953828099ee13264136702.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5.0
kaFbsfbn690PBQEQ,安又胖韩国烤肉(美罗城店),13623条评价,￥110,韩式烤肉,徐家汇,https://www.dianping.com/shop/kaFbsfbn690PBQEQ,https://img.meituan.net/content/3065695ef8ac1ef2bdff653176dcc93f632688.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
k9RuZf5683FmYVJv,Stargazer Grill 星露台餐厅,3025条评价,￥104,快餐简餐,迪士尼,https://www.dianping.com/shop/k9RuZf5683FmYVJv,http://p1.meituan.net/biztone/93435763_1679298216422.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
GaVqdryUcrMTfk6W,艳姐东北老式麻辣烫炸串,555条评价,￥44,麻辣烫,七宝,https://www.dianping.com/shop/GaVqdryUcrMTfk6W,http://p0.meituan.net/merchant/43838df10a730e9e2f2dc6ab040ca99978514.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
k10UtR4A5DFHIiYZ,哥哥の深夜食堂(塞纳新天地店),747条评价,￥116,日本料理,江学路,https://www.dianping.com/shop/k10UtR4A5DFHIiYZ,http://p1.meituan.net/merchant/c5e1507e5e1b740424bb319cd2e2d531190280.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5.0
H7HEDFdwUamTm1iX,蜡笔小新主题汉堡(闵行旗舰店),652条评价,￥35,西式快餐,虹桥枢纽,https://www.dianping.com/shop/H7HEDFdwUamTm1iX,http://p0.meituan.net/biztone/1215318853_1620193727019.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5
H8UaTDsTf2oaxRkZ,Mokpo·木浦·韩式烤肉(CP静安店),607条评价,￥138,韩国料理,静安寺,https://www.dianping.com/shop/H8UaTDsTf2oaxRkZ,https://img.meituan.net/content/bd4eb605d5339c8f30268cd7871224d175559.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
l6DdI6G5kiwqltQf,阿大の深夜食堂(宝杨宝龙店),1025条评价,￥98,日本料理,宝山城区/吴淞,https://www.dianping.com/shop/l6DdI6G5kiwqltQf,http://p1.meituan.net/merchant/c4cd9c6623b8c024a3e3e68554a2520861422.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5.0
l5bfcwF2kcdGxxtf,哥哥の深夜食堂(城市集市龙之梦店),2324条评价,￥106,日本料理,中山公园/江苏路,https://www.dianping.com/shop/l5bfcwF2kcdGxxtf,http://p0.meituan.net/merchant/a2d707a6fcb74cd84a48c7833d0aa8df131633.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5.0
H2juayYFxBqoFRfH,老街里·炸鸡腿(板桥西路店),-,￥0,炸鸡炸串,蒙山路,https://www.dianping.com/shop/H2juayYFxBqoFRfH,http://p1.meituan.net/searchscenerec/268fcf0cf9da6ee9de81082cd414d859167595.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,0.0
H2bFTiXSKhKw2Hov,東大门一头猪·旗舰首店(定西路店),1579条评价,￥139,韩式烤肉,中山公园/江苏路,https://www.dianping.com/shop/H2bFTiXSKhKw2Hov,https://img.meituan.net/content/db391b77a0e33662a5abcc339d33536b108828.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
k9RNUoNPwJh3z1Vq,sage gastro,313条评价,￥513,创意菜,南京西路,https://www.dianping.com/shop/k9RNUoNPwJh3z1Vq,http://p0.meituan.net/merchant/ea7aa4b1496cf7c1421a400100524497374820.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
l46bmmQERhTioBD4,CHARLIE'S粉红汉堡(万科天空之城店),592条评价,￥56,西式快餐,国家会展中心,https://www.dianping.com/shop/l46bmmQERhTioBD4,https://img.meituan.net/content/26d69c3520ff443a536284dd115821e8188974.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
l7fU0cGEfJdaBOsO,得一日本料理·日式猪排(南翔店),2001条评价,￥147,日本料理,南翔,https://www.dianping.com/shop/l7fU0cGEfJdaBOsO,https://p1.meituan.net/horusaigcgenimg/3dbfda79654cf13cc01652ef095b60941673121.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
isZAHlfHjag4yBFJ,哥哥の深夜食堂(西岸梦中心店),3824条评价,￥106,日本料理,龙华/西岸,https://www.dianping.com/shop/isZAHlfHjag4yBFJ,https://p0.meituan.net/biztone/f6260604add256ce2f0c062e8563cc1b84965.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
k2odhOd6g3GOnijq,王胖胖延边料理(青浦吾悦店),382条评价,￥68,韩国料理,青浦城区,https://www.dianping.com/shop/k2odhOd6g3GOnijq,http://p0.meituan.net/merchant/9267f6ca6b745cf0449b27fdc40d1a76275775.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
k5iMdFUllrUupKHz,满巍明生炸鸡架(LuOne凯德晶萃广场店),6条评价,￥27,炸鸡炸串,新天地/马当路,https://www.dianping.com/shop/k5iMdFUllrUupKHz,https://p0.meituan.net/biztone/aee05ee70cc42a3a96257ce7e7fe3447942676.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5
k1cKh6m1g4nem5Ki,万戒•深夜食堂(康桥新田360店),2211条评价,￥113,日本料理,康桥/周浦,https://www.dianping.com/shop/k1cKh6m1g4nem5Ki,https://p0.meituan.net/biztone/9f583fb283b0137a8f19eb6c7336af00829104.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5.0
GaGCdECbfRjF8653,胡麻(静安嘉里店),16126条评价,￥130,特色菜,南京西路,https://www.dianping.com/shop/GaGCdECbfRjF8653,https://img.meituan.net/content/35b23132cba49128620af649f1b24c011894420.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5
G72XQdeVQuoctzjn,BARNCOOK手工披萨(云间粮仓店),743条评价,￥76,西餐,松江镇,https://www.dianping.com/shop/G72XQdeVQuoctzjn,http://p0.meituan.net/merchant/1700aa74d9237dfdc40a6a322104850d369138.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
G6oQSF1B8vsuqgmq,大森の深夜食堂(宝山经纬汇店),979条评价,￥102,日本料理,上海大学,https://www.dianping.com/shop/G6oQSF1B8vsuqgmq,https://img.meituan.net/content/451ee84723134e2b8454d30ebc2ed7a4132480.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5.0
k9H3Q4LXnzVwhKly,CITY MART 城市集市(上海荟聚店),312条评价,￥45,快餐简餐,北新泾/淞虹路,https://www.dianping.com/shop/k9H3Q4LXnzVwhKly,https://img.meituan.net/content/1c21155b484a934c5810acde3aa83c49103016.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
k1HnhHiueqtFiIBb,盒马NB(宝山水产西路店),6条评价,￥0,超市便利,宝山区,https://www.dianping.com/shop/k1HnhHiueqtFiIBb,http://p0.meituan.net/dpmerchantpic/53d38c3f7b3a868b7eb0c2e4bb6bb14992427.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
H31bVtvp9dMVfxUg,北莫谷韩国明星餐厅(环球金融中心店),2425条评价,￥121,韩国料理,陆家嘴,https://www.dianping.com/shop/H31bVtvp9dMVfxUg,https://img.meituan.net/content/6df3eb98946c7810bfc81969072d5cdc296357.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
l3o4XH3vaUUIi4kJ,COMMUNE幻师(七宝宝龙店),2197条评价,￥94,西餐,七宝,https://www.dianping.com/shop/l3o4XH3vaUUIi4kJ,https://img.meituan.net/content/ca601b78ec87c364e640390c1fb9152d139551.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
G6WhpUoiAElcadHj,千寻烧鸟居酒屋(黄浦店),5160条评价,￥114,日本料理,打浦桥/田子坊,https://www.dianping.com/shop/G6WhpUoiAElcadHj,http://p0.meituan.net/biztone/87f49ee04c6ee2514fd2390660a446c8178899.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5.0
H7qiK2JnZw2nhGEp,下町深夜食堂(临港共享区店),2592条评价,￥77,日本料理,滴水湖临港地区,https://www.dianping.com/shop/H7qiK2JnZw2nhGEp,https://p0.meituan.net/horusaigcgenimg/43e0ae48e3167ebf7d0087c8f8539a3f2908361.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
H9YQs55bHrzHoInj,EGG BOMB(浦东国际机场T1航站楼店),310条评价,￥47,西式快餐,浦东机场/机场镇,https://www.dianping.com/shop/H9YQs55bHrzHoInj,https://img.meituan.net/content/849fc089b9dfdac5e2dd13f6c628b8892878768.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
G1Ankl6TpLYkiTVD,千鸣鸟赋·烧物料理,357条评价,￥133,日本料理,浦江镇,https://www.dianping.com/shop/G1Ankl6TpLYkiTVD,https://img.meituan.net/content/2775d1384c2199790eb5156ad13c09ef115866.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5.0
k5gOqnSsZ43cmWrX,Brut Eatery(EKA天物店),197条评价,￥107,西餐,金桥,https://www.dianping.com/shop/k5gOqnSsZ43cmWrX,https://img.meituan.net/content/e446732da933ecaffa081c97d887614d176289.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
l7XUZvLhU6hHjHSc,弘大仁芝士炸鸡,-,￥0,炸鸡炸串,世博园,https://www.dianping.com/shop/l7XUZvLhU6hHjHSc,http://p1.meituan.net/searchscenerec/268fcf0cf9da6ee9de81082cd414d859167595.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,0.0
l4oupYm1DUSXZVqM,比格比萨自助(宝山日月光店),5101条评价,￥76,披萨自助,彭浦镇,https://www.dianping.com/shop/l4oupYm1DUSXZVqM,https://img.meituan.net/content/d6421a1c94c6ffe0ed57d3fe09054b6d671747.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
GaPDe2jSG7UZptVz,MOST(淮海中路店),3044条评价,￥126,日本料理,衡山路/复兴西路,https://www.dianping.com/shop/GaPDe2jSG7UZptVz,http://p0.meituan.net/merchant/fdc6bc3eb1055a179b3258b5ab5e633e94012.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
l5tdk1oAhM50VJYn,Tuna maki寿司(BFC外滩金融中心店),3677条评价,￥136,寿司,外滩,https://www.dianping.com/shop/l5tdk1oAhM50VJYn,https://img.meituan.net/content/4e54586ac540592925ac0fc22dfc5d9f40297.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
k6zHRtYhxbL6Xjla,哥哥の深夜食堂(金沙和美店),583条评价,￥111,日本料理,丰庄,https://www.dianping.com/shop/k6zHRtYhxbL6Xjla,http://p1.meituan.net/merchant/c5e1507e5e1b740424bb319cd2e2d531190280.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5.0
k5xyE9lQWymOiUXV,鳥京,681条评价,￥185,日本料理,古北/仙霞新村,https://www.dianping.com/shop/k5xyE9lQWymOiUXV,https://p0.meituan.net/biztone/625cca427ad3dae73ad6936f62db5d83333498.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
k4KFtZcZ0mvJWYQR,SITE TASTE&FOOD 熟成烤肉(武定路店),1043条评价,￥109,西餐,静安寺,https://www.dianping.com/shop/k4KFtZcZ0mvJWYQR,https://img.meituan.net/content/56360689ed99e1fc8f745912b1b08009209723.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5.0
G4o56MOWMOT5pJE3,TSOO听说过·韩料요리(临港新天地店),3908条评价,￥80,韩国料理,南汇新城,https://www.dianping.com/shop/G4o56MOWMOT5pJE3,https://img.meituan.net/content/52d9af15aedbf893a7d4514f8d7004a7556145.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
H4Ft2FrEt7Uyz4VB,好再来炸鸡,-,￥0,炸鸡炸串,临平路/和平公园,https://www.dianping.com/shop/H4Ft2FrEt7Uyz4VB,http://p1.meituan.net/searchscenerec/268fcf0cf9da6ee9de81082cd414d859167595.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,0.0
H6zTQARma1kcCBPX,满巍明生炸鸡架(新田360店),6条评价,￥30,炸鸡炸串,康桥/周浦,https://www.dianping.com/shop/H6zTQARma1kcCBPX,https://p0.meituan.net/biztone/aee05ee70cc42a3a96257ce7e7fe3447942676.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5
G3IJOFCKsgSkJJUh,Speak Low彼楼,9206条评价,￥196,综合清吧,淮海路,https://www.dianping.com/shop/G3IJOFCKsgSkJJUh,http://p1.meituan.net/scarlett/ca1f4afe128313fcc9606b23642b4d51193251.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
k8H5UuwbHw7jxJox,AZUL italiano 意大利餐厅(大洋千树店),3978条评价,￥105,意大利菜,长寿路,https://www.dianping.com/shop/k8H5UuwbHw7jxJox,http://p0.meituan.net/biztone/1286007496_1662776092271.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
k1CVCNim5rllv1mc,拾月·深夜食堂,11条评价,￥40,快餐简餐,崇明区,https://www.dianping.com/shop/k1CVCNim5rllv1mc,https://p0.meituan.net/biztone/fc72bd662a8b46f5e7dfc471fedd9f7f85368.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5
k9xQUyWroLighG7q,韩学长炸鸡(上海首店),663条评价,￥51,炸鸡炸串,北外滩/外白渡桥,https://www.dianping.com/shop/k9xQUyWroLighG7q,http://p0.meituan.net/biztone/1532204752_1728793920672.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5
G5ce9ipYDpBjTvei,路边摊(浦泰路店),787条评价,￥49,炸鸡炸串,青浦区,https://www.dianping.com/shop/G5ce9ipYDpBjTvei,http://p1.meituan.net/poipicadd/0cd471b706f8dacdbd55ba18be69a9cd492014.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
GaScN6bZwDwb6vPt,七八冷面·延边朝鲜美食(奉贤龙湖天街店),2786条评价,￥56,韩国料理,南桥,https://www.dianping.com/shop/GaScN6bZwDwb6vPt,https://img.meituan.net/content/989c35642e525f249d449d9ad006166e232651.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
H7CR80UW53AqWTwT,王阿姨串串铺,1197条评价,￥26,炸鸡炸串,八佰伴,https://www.dianping.com/shop/H7CR80UW53AqWTwT,http://qcloud.dpfile.com/pc/zYw1OaSUi9X7Xk9R_NW7LFKb10sM7ut9e3osThqXWU9cIGL6n6YbPhgO9ekFYu4tbKcq9vnEaGy3xLEf-_v_oA.jpg,3.5
k7WGkXTgWMwuAN3c,尚牛社会 Beef & Liberty(上海商城店),5927条评价,￥149,西餐,南京西路,https://www.dianping.com/shop/k7WGkXTgWMwuAN3c,https://img.meituan.net/content/920a7e23ec0bbbc5a36a845abb6cb447143422.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
G3P8TYfbXVUcOs9T,Kokyo Sushi Bar(西岸梦中心店),510条评价,￥223,日本料理,龙华/西岸,https://www.dianping.com/shop/G3P8TYfbXVUcOs9T,https://p0.meituan.net/biztone/2b6f653fc6f60132aaef400f8932b1a8689135.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
l6Kloi6T74BV8mNJ,七八冷面·延边朝鲜族美食(百联又一城店),6528条评价,￥52,韩国料理,五角场/大学路,https://www.dianping.com/shop/l6Kloi6T74BV8mNJ,https://img.meituan.net/content/fa178ad1cf12b4c7d2f6168e6bf35aaa234292.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
l6JAbRs8wahCPYOC,Red sixty·SoMoon韩式西餐,680条评价,￥125,韩国料理,九亭,https://www.dianping.com/shop/l6JAbRs8wahCPYOC,https://p0.meituan.net/biztone/fd27f54e759d2f03f8ea22a37aa61584288708.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
k7ScU0r9XdjdYkQ3,新首尔泥炉烤肉.炭烤活鳗鱼(永平店),1556条评价,￥98,韩式烤肉,交大闵行校区,https://www.dianping.com/shop/k7ScU0r9XdjdYkQ3,https://img.meituan.net/content/6d3a028af72eb2356c32e77bbbe1d1872359170.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
H62l9aN9AGVfLP0U,大森の深夜食堂(协信星光广场店),1410条评价,￥101,日本料理,市北工业园/汶水路,https://www.dianping.com/shop/H62l9aN9AGVfLP0U,https://img.meituan.net/content/451ee84723134e2b8454d30ebc2ed7a4132480.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5.0
G4MqzPHpWM8JInqZ,盒马鲜生(嘉定城中店),963条评价,￥78,超市便利,嘉定镇,https://www.dianping.com/shop/G4MqzPHpWM8JInqZ,http://p0.meituan.net/dpmerchantpic/ac6e3cdc93ebeb23ae4f30b67046110a497412.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5.0
GaOtuk6Gk1qvZQRL,满巍明生炸鸡架(龙湖金汇天街店),27条评价,￥18,小吃快餐,金汇镇,https://www.dianping.com/shop/GaOtuk6Gk1qvZQRL,https://p0.meituan.net/biztone/aee05ee70cc42a3a96257ce7e7fe3447942676.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5
H2enTAGXL8f9LAlI,虎刈Tiger bites(江湾里MEET678店),283条评价,￥58,台湾菜,五角场/大学路,https://www.dianping.com/shop/H2enTAGXL8f9LAlI,https://img.meituan.net/content/80a167b1335b7960f2ace072713a647e1054845.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
H9g6xRg4ExCKJOax,七八冷面·延边朝鲜族美食(虹口凯德龙之梦店),2984条评价,￥56,韩国料理,虹口龙之梦,https://www.dianping.com/shop/H9g6xRg4ExCKJOax,https://img.meituan.net/content/495dbaf77ed7f805282a80e185a7916f236698.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
l8MXtOMRmHq17Naq,哥哥の深夜食堂(利园店),437条评价,￥102,日本料理,南京西路,https://www.dianping.com/shop/l8MXtOMRmHq17Naq,https://p0.meituan.net/biztone/f6260604add256ce2f0c062e8563cc1b84965.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5.0
kauuDqRiABiqdSpB,哥哥の深夜食堂(嘉定宝龙店),2101条评价,￥106,日本料理,嘉定新城,https://www.dianping.com/shop/kauuDqRiABiqdSpB,http://p0.meituan.net/merchant/a2d707a6fcb74cd84a48c7833d0aa8df131633.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5.0
k86GXdKsng0cE9BA,麦当劳(中侨职业技术大学店),109条评价,￥35,西式快餐,金山区,https://www.dianping.com/shop/k86GXdKsng0cE9BA,https://img.meituan.net/content/8fa1cccdef4e70903378a4a58175e798158756.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5
l5CC8FU4B8DR1fNN,Flipper’s 奇迹舒芙蕾(大陆首店),1934条评价,￥100,西餐,金桥,https://www.dianping.com/shop/l5CC8FU4B8DR1fNN,https://img.meituan.net/content/a0b1e8057ef0cebdf928ca40d5d17b90232818.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
H7MxzMvYiWS1FyRo,玛嘉烈(月星环球港店),4139条评价,￥55,茶餐厅,月星环球港,https://www.dianping.com/shop/H7MxzMvYiWS1FyRo,https://img.meituan.net/content/f120e00b8c7e25028af6f5cba166ee74362385.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
FE46vaCS9x8cs5Gb,北莫谷韩国明星餐厅(环贸IAPM店),2285条评价,￥119,韩国料理,音乐学院/五官科医院,https://www.dianping.com/shop/FE46vaCS9x8cs5Gb,https://img.meituan.net/content/379cd0dcf38e5f2a2fd2211661161768291339.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
ioHMzoMG0JSUaz34,Bella Vita(上海佛罗伦萨小镇店),3024条评价,￥220,意大利菜,,https://www.dianping.com/shop/ioHMzoMG0JSUaz34,https://p0.meituan.net/biztone/3274576a935f67a938baf51a739efac6280000.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
H38OBYMjZdoUUaHE,哥哥の深夜食堂(金桥佳邻坊店),838条评价,￥111,日本料理,金桥,https://www.dianping.com/shop/H38OBYMjZdoUUaHE,http://p1.meituan.net/merchant/c5e1507e5e1b740424bb319cd2e2d531190280.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5.0
G4YJZtO7gR9GBWBN,农场厨房•咖啡,132条评价,￥88,西餐,崇明区,https://www.dianping.com/shop/G4YJZtO7gR9GBWBN,http://p1.meituan.net/merchant/9e59f452692403e5ccd537c31096d008339978.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5.0
H3OHU2DFzg1HP9Ln,平成屋·午肴夜酒(港汇恒隆广场店),3532条评价,￥95,日本料理,徐家汇,https://www.dianping.com/shop/H3OHU2DFzg1HP9Ln,http://p1.meituan.net/biztone/92296a88ed770278da569cf2303a5a83255875.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
G72bSMnbvEAFClkZ,Mozzarella e Vino(西岸梦中心店),513条评价,￥160,西餐,龙华/西岸,https://www.dianping.com/shop/G72bSMnbvEAFClkZ,https://img.meituan.net/content/24e50e8a334b5669fb915b2ed55c0cee752754.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.0
G1zHfSdjnxVynzvw,六十六汉堡店,1066条评价,￥62,西式快餐,长寿路,https://www.dianping.com/shop/G1zHfSdjnxVynzvw,http://p0.meituan.net/merchant/8d285ed09726e8935de98ecc3ba1780c171928.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5
G3MGGtqasJhxu2bY,锦炙·自然慢炙料理(浦江城市生活广场店),3059条评价,￥113,日本料理,浦江镇,https://www.dianping.com/shop/G3MGGtqasJhxu2bY,https://img.meituan.net/content/3abdde2358dbf21c845812e8fe22c0f61131561.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5.0
l2ZzGNiu4XMbc5Ad,KIMI大熊韩国炸鸡,-,￥0,炸鸡炸串,宝山区,https://www.dianping.com/shop/l2ZzGNiu4XMbc5Ad,http://p1.meituan.net/searchscenerec/268fcf0cf9da6ee9de81082cd414d859167595.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,0.0
l2r5kfY1RAaLHpje,青春贝壳韩国烤肉Korean Bistro(EKA天物店),2025条评价,￥122,韩国料理,金杨地区,https://www.dianping.com/shop/l2r5kfY1RAaLHpje,https://p0.meituan.net/biztone/4ba6d8e41b9ec0b5e2267892b7ce6568644979.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
H5FfJtYc0EDrSCtz,特色鸡碎骨(上川路店),1条评价,￥0,炸鸡炸串,曹路,https://www.dianping.com/shop/H5FfJtYc0EDrSCtz,http://p0.meituan.net/poipicadd/42de8fa53a5b92bf126c5739e34a5c47347519.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,0.0
G7eqjFQdn1VHpbiG,安又胖韩国烤肉(北外滩来福士店),7458条评价,￥110,韩式烤肉,北外滩/外白渡桥,https://www.dianping.com/shop/G7eqjFQdn1VHpbiG,https://img.meituan.net/content/3065695ef8ac1ef2bdff653176dcc93f632688.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5
