店铺id,店铺名,评论总数,人均价格,标签1,标签2,详情链接,图片链接,店铺总分,city_id,推荐菜,全部菜
FtvFhkJ0KFyCZUKw,咏巷炸鸡(和平大悦城店),327条评价,￥33,炸鸡炸串,滨江道,https://www.dianping.com/shop/FtvFhkJ0KFyCZUKw,https://img.meituan.net/content/2d84c19c1829f9176b706f3c4e006fd171872.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,10,"['鲜嫩多汁琵琶腿,8.8', '甘梅红薯,15.9', '蜂蜜大鸡架,21.8', '黄金鸡排,23.6', '京城锅巴土豆,15.8', '野香炸蘑菇,16.8', '招牌琵琶腿,9.8', '麻辣锅巴土豆,15.0', '炸排骨,30.8', '孜然锅巴土豆,15.0', '老北京咸酥鸡,8.0', '老北京鸡叉骨,5.8']","['鲜嫩多汁琵琶腿,8.8', '甘梅红薯,15.9', '蜂蜜大鸡架,21.8', '黄金鸡排,23.6', '京城锅巴土豆,15.8', '野香炸蘑菇,16.8', '招牌琵琶腿,9.8', '麻辣锅巴土豆,15.0', '炸排骨,30.8', '孜然锅巴土豆,15.0', '老北京咸酥鸡,8.0', '老北京鸡叉骨,5.8']"
laEOqtqBAJIp20GW,Akalaka啊咔啦咔韩国料理(吉利大厦店),6735条评价,￥62,韩国料理,滨江道,https://www.dianping.com/shop/laEOqtqBAJIp20GW,https://p0.meituan.net/biztone/c51c491843a218c4749958be954194ce359839.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5,10,[],[]
G5gGfXSgHxdYOpPy,达美乐比萨(南京路店),1132条评价,￥55,比萨,滨江道,https://www.dianping.com/shop/G5gGfXSgHxdYOpPy,https://img.meituan.net/content/9f8a243cf9ab03829b28c7c1e72f3a6598322.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5,10,[],[]
H4eGUbpCSsbj6T9J,This意思韩国烤肉·料理(滨江道店),4677条评价,￥111,韩式烤肉,滨江道,https://www.dianping.com/shop/H4eGUbpCSsbj6T9J,https://img.meituan.net/content/35e0b2e2b3899747ead186ffe9404c3f839781.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5,10,"['Thisis...,38.0', '韩国葱山烤牛肉,78.0', '厚切五花肉,62.0', '比萨炸猪排,38.0', '芝士泡菜炒饭,32.0', '弹蛋糕,28.0', '烤猪大肠,48.0', '腌制牛五花肉,58.0', '沌沌炸酱面,35.0', 'ROSE炒年糕,42.0', '海鲜辛拉面,38.0', '鱼饼汤,48.0', '多肉烤蘑菇,18.0', '牛肋条,None', 'this意思...,36.0', '芝士土豆饼,None', '泡菜汤,None', '奶油米酒,40.0', '莫吉托,18.0', '海鲜鲜豆腐汤,58.0', '生菜,6.0', '海鲜冷面,45.0', '辣鸡爪,48.0', '糖醋肉,35.0', '玉米糊,None']","['Thisis...,38.0', '韩国葱山烤牛肉,78.0', '厚切五花肉,62.0', '比萨炸猪排,38.0', '芝士泡菜炒饭,32.0', '弹蛋糕,28.0', '烤猪大肠,48.0', '腌制牛五花肉,58.0', '沌沌炸酱面,35.0', 'ROSE炒年糕,42.0', '海鲜辛拉面,38.0', '鱼饼汤,48.0', '多肉烤蘑菇,18.0', '牛肋条,None', 'this意思...,36.0', '芝士土豆饼,None', '泡菜汤,None', '奶油米酒,40.0', '莫吉托,18.0', '海鲜鲜豆腐汤,58.0', '生菜,6.0', '海鲜冷面,45.0', '辣鸡爪,48.0', '糖醋肉,35.0', '玉米糊,None']"
G5Dz5owtAp5iHvXd,梨花苑(阳光店),1080条评价,￥71,韩国料理,王顶堤/华苑,https://www.dianping.com/shop/G5Dz5owtAp5iHvXd,http://p0.meituan.net/merchant/00728ef250d1e12ce7ac64b484c8c97e626869.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5,10,"['秘制田螺炒酱,30.0', '五花肉,45.0', '包肉十余种农...,28.0', '煎鲅鱼,25.0', '营养饭,5.0', '腌制寒葱,28.0', '酱汤,6.0', '辣牛肉汤,40.0', '灵魂田螺酱,25.0', '滋补牛肉汤饭,40.0', '精美小菜,20.0', '荷叶蒸肉,180.0', '秘制肥肠,130.0', '土豆饼,45.0', '辣炒章鱼,55.0', '烤鳗鱼,60.0', '养生猪骨汤,45.0', '浓香猪肉汤,40.0', '炸鸡酱油味,80.0', '金枪鱼沙拉,45.0', '米肠,45.0', '辣炒鸡爪,None', '玉米米酒,49.0', '海鲜葱饼,50.0', '秘制手抓肉,68.0']","['秘制田螺炒酱,30.0', '五花肉,45.0', '包肉十余种农...,28.0', '煎鲅鱼,25.0', '营养饭,5.0', '腌制寒葱,28.0', '酱汤,6.0', '辣牛肉汤,40.0', '灵魂田螺酱,25.0', '滋补牛肉汤饭,40.0', '精美小菜,20.0', '荷叶蒸肉,180.0', '秘制肥肠,130.0', '土豆饼,45.0', '辣炒章鱼,55.0', '烤鳗鱼,60.0', '养生猪骨汤,45.0', '浓香猪肉汤,40.0', '炸鸡酱油味,80.0', '金枪鱼沙拉,45.0', '米肠,45.0', '辣炒鸡爪,None', '玉米米酒,49.0', '海鲜葱饼,50.0', '秘制手抓肉,68.0']"
k53yUHIXTHJDu3NK,甜栗布车小酒馆·酱蟹夜宵,1038条评价,￥96,韩国料理,梅江小区,https://www.dianping.com/shop/k53yUHIXTHJDu3NK,https://img.meituan.net/content/ae71c5968f4b608221ce8b497e1888c3125765.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5,10,"['韩式辣拌酱花蟹,68.0', '韩式火辣鸡爪,68.0', '泡菜饼,45.0', '黄桃冰冰,45.0', '甜栗米酒,22.0', '延边米酒,35.0', '辣鸡爪,68.0', '鱼饼汤,68.0', '延边米肠,38.0', '芝士鸡蒸蛋,28.0', '甜栗炸鸡,48.0', '芝士部队火锅,128.0', '韩式甜辣炸鸡,45.0', '海苔米饭,10.0', '火辣辣牛肥肠,128.0', '海鲜葱饼,45.0', '芝士排骨,88.0', '炒脆骨,45.0', '辣拌鱿鱼丝,68.0', '正宗韩式泡菜...,35.0', '酱油蟹,13.0', '韩式包猪肉,50.0', '东北锅包肉,68.0', '韩式脊骨土豆汤,88.0', '韩式正宗辣炒...,38.0']","['韩式辣拌酱花蟹,68.0', '韩式火辣鸡爪,68.0', '泡菜饼,45.0', '黄桃冰冰,45.0', '甜栗米酒,22.0', '延边米酒,35.0', '辣鸡爪,68.0', '鱼饼汤,68.0', '延边米肠,38.0', '芝士鸡蒸蛋,28.0', '甜栗炸鸡,48.0', '芝士部队火锅,128.0', '韩式甜辣炸鸡,45.0', '海苔米饭,10.0', '火辣辣牛肥肠,128.0', '海鲜葱饼,45.0', '芝士排骨,88.0', '炒脆骨,45.0', '辣拌鱿鱼丝,68.0', '正宗韩式泡菜...,35.0', '酱油蟹,13.0', '韩式包猪肉,50.0', '东北锅包肉,68.0', '韩式脊骨土豆汤,88.0', '韩式正宗辣炒...,38.0']"
G3UAMlVcPNjBxZx5,马记炸串,253条评价,￥15,炸鸡炸串,本溪路/丁字沽,https://www.dianping.com/shop/G3UAMlVcPNjBxZx5,http://p0.meituan.net/poipicadd/81f077b5d8a2b7cbf30e1f8b51cf2362119635.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,10,"['炸鹌鹑蛋,3.0', '鸡排,2.0', '秘制鸡柳,3.0', '黑椒牛柳,4.0', '炸素串,None', '大薯棒,2.0', '鱼柳,None', '蟹棒,None', '鱼豆腐,None', '原味牛柳,None', '奥尔良鸡肉串,None', '鸡胗,None', '牛肉串,None', '炸杏鲍鱼菇,2.0', '秘制虾,5.0', '半成品牛排,20.0', '鱼串,None', '马记炸串,None']","['炸鹌鹑蛋,3.0', '鸡排,2.0', '秘制鸡柳,3.0', '黑椒牛柳,4.0', '炸素串,None', '大薯棒,2.0', '鱼柳,None', '蟹棒,None', '鱼豆腐,None', '原味牛柳,None', '奥尔良鸡肉串,None', '鸡胗,None', '牛肉串,None', '炸杏鲍鱼菇,2.0', '秘制虾,5.0', '半成品牛排,20.0', '鱼串,None', '马记炸串,None']"
H6CKpxZrrd7mDFAP,海鸥餐厅•韩国料理(万德庄店),565条评价,￥48,韩国料理,海光寺/六里台,https://www.dianping.com/shop/H6CKpxZrrd7mDFAP,http://p0.meituan.net/biztone/717922037_1677462063833.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5,10,"['牛肉石锅拌饭,25.0', '韩式海鲜葱饼,28.0', '小菜,None', '韩式石锅拌饭,25.0', '玉米沙拉,22.0', '韩式牛肉,38.0', '南瓜粥,None', '牛肉火锅面,78.0', '泡菜五花肉石...,25.0', '韩式炒年糕,26.0', '韩式经典泡菜...,75.0', '韩式辣炒鸡胗,35.0', '韩式铁板豆腐,30.0', '牛肉八带火锅,98.0', '韩式土豆饼,27.0', '泡菜饼,None', '韩式冷面,22.0', '金枪鱼沙拉,35.0', '韩式大酱汤,25.0', '韩式菜包肉,68.0', '泡菜炒五花肉,35.0', '韩式海鲜豆腐汤,28.0', '韩式海带汤,25.0', '韩式牛排骨火锅,108.0', '泡菜汤,25.0']","['牛肉石锅拌饭,25.0', '韩式海鲜葱饼,28.0', '小菜,None', '韩式石锅拌饭,25.0', '玉米沙拉,22.0', '韩式牛肉,38.0', '南瓜粥,None', '牛肉火锅面,78.0', '泡菜五花肉石...,25.0', '韩式炒年糕,26.0', '韩式经典泡菜...,75.0', '韩式辣炒鸡胗,35.0', '韩式铁板豆腐,30.0', '牛肉八带火锅,98.0', '韩式土豆饼,27.0', '泡菜饼,None', '韩式冷面,22.0', '金枪鱼沙拉,35.0', '韩式大酱汤,25.0', '韩式菜包肉,68.0', '泡菜炒五花肉,35.0', '韩式海鲜豆腐汤,28.0', '韩式海带汤,25.0', '韩式牛排骨火锅,108.0', '泡菜汤,25.0']"
k5w9ok81fzLJO6Oc,Akalaka啊咔啦咔韩国料理(社会山广场店),1128条评价,￥68,韩国料理,张家窝/天津南站,https://www.dianping.com/shop/k5w9ok81fzLJO6Oc,https://p0.meituan.net/biztone/dbd157c48351fc7c6c2600366d1d75ff293793.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5,10,"['啊咔啦咔手抓饭,20.0', '铁板芝士炒炸鸡,45.0', '海鲜大酱汤,30.0', '甜味脆皮炸鸡,75.0', '拉面炒年糕,28.0', '蔬菜沙拉,28.0', '金枪鱼蔬菜铜...,30.0', '金枪鱼沙拉,30.0', '手抓饭,25.0', '蜂蜜芥末脆皮...,75.0', '酱油蒜味炸鸡,38.0', '日式蟹肉棒炸...,25.0', '芝士铁板烤玉米,30.0', '生菜盘,5.0', '香辣无骨鸡爪,40.0', '春川铁板辣炒...,68.0', '五花肉泡菜石...,30.0', '调味猪排肉,45.0', '韩国传统部队锅,80.0', '奶酪芝士年糕...,65.0', '辣炒年糕,25.0', '天妇罗炸蔬菜,38.0', '铁板炒五花肉,45.0', '炸鸡火锅,None', '拌冷面,28.0']","['啊咔啦咔手抓饭,20.0', '铁板芝士炒炸鸡,45.0', '海鲜大酱汤,30.0', '甜味脆皮炸鸡,75.0', '拉面炒年糕,28.0', '蔬菜沙拉,28.0', '金枪鱼蔬菜铜...,30.0', '金枪鱼沙拉,30.0', '手抓饭,25.0', '蜂蜜芥末脆皮...,75.0', '酱油蒜味炸鸡,38.0', '日式蟹肉棒炸...,25.0', '芝士铁板烤玉米,30.0', '生菜盘,5.0', '香辣无骨鸡爪,40.0', '春川铁板辣炒...,68.0', '五花肉泡菜石...,30.0', '调味猪排肉,45.0', '韩国传统部队锅,80.0', '奶酪芝士年糕...,65.0', '辣炒年糕,25.0', '天妇罗炸蔬菜,38.0', '铁板炒五花肉,45.0', '炸鸡火锅,None', '拌冷面,28.0']"
Ha6ealwfj3B8YSe8,思味满爆蛋吐司·炸鸡(仁恒店),224条评价,￥18,快餐简餐,东马路,https://www.dianping.com/shop/Ha6ealwfj3B8YSe8,https://img.meituan.net/content/d941bb2ae191d34fcb699d0f3d3150372627129.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,10,"['开花鸡腿,9.9', '焦香鸡架,12.8', '焦香鸡叉骨,12.9', '小花翅根,13.9', '焦香鸡腿肉,16.9', '秘制鸡胗,19.9', '香辣牛肉饭,25.0', '番茄牛肉饭,25.0', '椒香鸡腿肉,16.9', '香辣鸡腿爆蛋...,23.0', '卤香牛肉饭,25.0', '培根爆蛋吐司堡,None', '黑椒鸡扒爆蛋...,None', '干炸蘑菇,11.9', '劲脆猪排爆蛋...,23.0', '焦香实蛋,12.9', '甘梅红薯,12.9', '炸茄盒,5.0', '炸鸡柳,None', '培根堡,23.0', '无骨鸡柳,13.9', '两个鸡翅,14.9', '腿肉叉骨拼盘,None']","['开花鸡腿,9.9', '焦香鸡架,12.8', '焦香鸡叉骨,12.9', '小花翅根,13.9', '焦香鸡腿肉,16.9', '秘制鸡胗,19.9', '香辣牛肉饭,25.0', '番茄牛肉饭,25.0', '椒香鸡腿肉,16.9', '香辣鸡腿爆蛋...,23.0', '卤香牛肉饭,25.0', '培根爆蛋吐司堡,None', '黑椒鸡扒爆蛋...,None', '干炸蘑菇,11.9', '劲脆猪排爆蛋...,23.0', '焦香实蛋,12.9', '甘梅红薯,12.9', '炸茄盒,5.0', '炸鸡柳,None', '培根堡,23.0', '无骨鸡柳,13.9', '两个鸡翅,14.9', '腿肉叉骨拼盘,None']"
H7jTJKXJhwbSIOAA,胡记炸鸡(安裕市场店),11条评价,￥36,炸鸡炸串,蓟县县城/国家地质公园,https://www.dianping.com/shop/H7jTJKXJhwbSIOAA,http://p1.meituan.net/waimaipoi/aff19f69ae87bf7e6759741155a0221a428032.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5,10,,
iGUWgPeSGVoPtu2D,汉江里炸鸡(滨海鸿泰仟百汇店),16条评价,￥49,韩国料理,鸿泰千佰汇,https://www.dianping.com/shop/iGUWgPeSGVoPtu2D,https://img.meituan.net/content/83279bfe3a9689d228240c203aa1ea2897723.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5,10,,
F9GLxiNgzD0M72ZM,醍醐味·烧鸟居酒屋(大悦城店),1844条评价,￥107,日本料理,大悦城,https://www.dianping.com/shop/F9GLxiNgzD0M72ZM,http://p0.meituan.net/biztone/1194551987_1687247714003.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5,10,,
H4S6f9lDcVk7ZBBn,木村·Kyoto Ryotei(丽思卡尔顿店),985条评价,￥2104,日本料理,小白楼,https://www.dianping.com/shop/H4S6f9lDcVk7ZBBn,http://p0.meituan.net/biztone/5659934_1695662173600.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5,10,,
iMkTAu5BSRzw02qn,麦当劳(滨江道店),1289条评价,￥25,西式快餐,和平路,https://www.dianping.com/shop/iMkTAu5BSRzw02qn,https://img.meituan.net/content/7de02faffc653403af3669ca849cdd59178614.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,10,,
H5AGygGDGSWx4iko,わがや,6条评价,￥0,日本料理,时代奥城,https://www.dianping.com/shop/H5AGygGDGSWx4iko,http://p1.meituan.net/poipicadd/a6fda868b315385efeb2824a5247029d170129.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5,10,,
Fxoh03o3ncIHZjrs,塔斯汀中国汉堡(宝坻南关大街店),122条评价,￥22,西式快餐,宝坻区政府,https://www.dianping.com/shop/Fxoh03o3ncIHZjrs,https://img.meituan.net/content/0ced90b7657cfa159c32f6f82b19d838111750.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,10,,
k7F96DK3Xd7O8Dn7,唔哩家韩国烤肉·酱蟹(南开大悦城店),3141条评价,￥120,韩式烤肉,大悦城,https://www.dianping.com/shop/k7F96DK3Xd7O8Dn7,http://p1.meituan.net/biztone/1672721305_1697682045233.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5,10,,
H9OWCT1xisxpq8At,肯德基(幸福DT店),111条评价,￥32,西式快餐,商业道,https://www.dianping.com/shop/H9OWCT1xisxpq8At,https://img.meituan.net/content/fa0cd80f0f02f14417a15d8ae50ff413134624.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,10,,
H3LrjovCYzWFi6Pw,喜来融合餐厅(宝地经典店),70条评价,￥75,韩式小吃,怡购商业广场,https://www.dianping.com/shop/H3LrjovCYzWFi6Pw,http://p0.meituan.net/merchant/542e70305470720c290d9bb6a4dd2623114037.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,10,,
G2J9h26KehuL9w00,只留香爆汁炸鸡腿,5条评价,￥13,美食,泉州路/广厦道,https://www.dianping.com/shop/G2J9h26KehuL9w00,https://p0.meituan.net/biztone/e76790d06004f7dbbff35e4fd38a5f81301242.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5,10,,
l4gTJBla3b0BwzXR,狂飙炸鸡腿(马伸桥店),-,￥0,炸鸡炸串,蓟州区,https://www.dianping.com/shop/l4gTJBla3b0BwzXR,https://p0.meituan.net/biztone/8c73d2e42f48ce6a6488e09cf2add9021079438.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,0,10,,
k4RZ3X8VNcx8tcpb,塔斯汀中国汉堡(天津宁河商业道店),113条评价,￥18,西式快餐,商业道,https://www.dianping.com/shop/k4RZ3X8VNcx8tcpb,https://img.meituan.net/content/0ced90b7657cfa159c32f6f82b19d838111750.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,10,,
l8EWnJRMluXp5KTt,余味炸串,4条评价,￥0,炸鸡炸串,华侨城欢乐谷,https://www.dianping.com/shop/l8EWnJRMluXp5KTt,http://p0.meituan.net/poipicadd/b9829552488bc71606d5f98222ecfc7c117027.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5,10,,
kao0OZEgRYYoKVBa,PUPPY STAY UP小狗不睡觉·西餐咖啡,231条评价,￥83,西餐,天拖地区,https://www.dianping.com/shop/kao0OZEgRYYoKVBa,https://p0.meituan.net/biztone/c01cbfa8e546565fd84241708b5aac31232308.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5,10,,
k4tfYkuww436SJkY,福的 Foode Bistro,173条评价,￥74,西餐,五大道,https://www.dianping.com/shop/k4tfYkuww436SJkY,https://p0.meituan.net/biztone/807e8df345333ae07b7ae0d2c35eb9bf55886.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,10,,
l4pcXmqAOl68RyB1,杯杯,430条评价,￥270,西餐,五大道,https://www.dianping.com/shop/l4pcXmqAOl68RyB1,http://p1.meituan.net/biztone/0f878e0033a61d468397a3abf73b48c7210156.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5,10,,
k1FxFRub3Cf1y0km,满巍明生炸鸡架(天津熙悦汇店),73条评价,￥26,小吃快餐,密云路,https://www.dianping.com/shop/k1FxFRub3Cf1y0km,https://img.meituan.net/content/9f03a9528e37db6c533f053310c639d8216946.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,10,,
G2Za9Cx1FGMPA8Tn,分米鸡 DM Chicken(水游城店),3258条评价,￥68,韩国料理,大丰路,https://www.dianping.com/shop/G2Za9Cx1FGMPA8Tn,http://p1.meituan.net/biztone/9fdddaf2ab51c292bd8778f72039b5c91172186.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5,10,,
l8jL0G5QOHxDk1Qc,达美乐比萨(鞍山西道店),475条评价,￥60,比萨,白堤路/风荷园,https://www.dianping.com/shop/l8jL0G5QOHxDk1Qc,https://img.meituan.net/content/82958062101ca8ac8f015868067c3e54102076.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,10,,
H96Taqtx25p9cech,肯德基(空港经济区店),91条评价,￥31,西式快餐,空港经济区,https://www.dianping.com/shop/H96Taqtx25p9cech,https://img.meituan.net/content/fa0cd80f0f02f14417a15d8ae50ff413134624.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,10,,
EJbyCcADcMLcoOkP,NA家融合餐厅(四正街店),9条评价,￥33,韩式小吃,蓟县县城/国家地质公园,https://www.dianping.com/shop/EJbyCcADcMLcoOkP,http://p1.meituan.net/merchant/cc477eccf2e3e16e5ad1120bcdcaf880479042.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5,10,,
l4AUt9xJDPtHTLb4,熊家无二·韩式炸鸡&部队火锅(华明店),128条评价,￥31,韩国料理,空港/华明镇,https://www.dianping.com/shop/l4AUt9xJDPtHTLb4,https://img.meituan.net/content/a3df83104b995d9d699a253e81d89e025135152.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5,10,,
laT587CsLj0DXHxZ,Bella Vita(京津佛罗伦萨小镇店),2986条评价,￥220,西餐,佛罗伦萨小镇,https://www.dianping.com/shop/laT587CsLj0DXHxZ,https://p0.meituan.net/biztone/3274576a935f67a938baf51a739efac6280000.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,10,,
l4FhJi82RBGCyUPd,桃气欧尼·韩食排档한(滨江道店),2413条评价,￥61,韩国料理,滨江道,https://www.dianping.com/shop/l4FhJi82RBGCyUPd,https://p0.meituan.net/biztone/347efd4f34fda18dae48494c0754619d373748.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5,10,,
laFWLpRIxEberaqO,满巍明生炸鸡架(蓟州万达店),56条评价,￥21,小吃快餐,蓟县县城/国家地质公园,https://www.dianping.com/shop/laFWLpRIxEberaqO,https://img.meituan.net/content/9f03a9528e37db6c533f053310c639d8216946.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5,10,,
H6rKelwbBvs6HdLb,美芝盒·美式餐吧(天津万象城店),1602条评价,￥98,西餐,文化中心,https://www.dianping.com/shop/H6rKelwbBvs6HdLb,https://p0.meituan.net/biztone/76c7698a95f128fa31567c5200eedda0412138.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5,10,,
k5P8OPuZAOtRPDzx,满巍明生炸鸡架(天津宁河吾悦广场店),55条评价,￥34,小吃快餐,宁河区,https://www.dianping.com/shop/k5P8OPuZAOtRPDzx,https://img.meituan.net/content/9f03a9528e37db6c533f053310c639d8216946.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,10,,
l5kvsoArR3dqFzFt,麦当劳(静海春熙道DT店),149条评价,￥25,西式快餐,静海县城/东城,https://www.dianping.com/shop/l5kvsoArR3dqFzFt,https://img.meituan.net/content/7de02faffc653403af3669ca849cdd59178614.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,10,,
H4S3TbwkrdxFvK4V,大厦炸鸡柳,18条评价,￥6,炸鸡炸串,京津时尚广场/邮局,https://www.dianping.com/shop/H4S3TbwkrdxFvK4V,http://qcloud.dpfile.com/pc/BmRaUOOgj7vPQ4S7OXFOtgqR9iD3XsQA0m0TI-cW5omUCtqyR-ocveGozzal2Q_9bKcq9vnEaGy3xLEf-_v_oA.jpg,4,10,,
k4px9j5mtMmcmHDm,清真穆记炸串(西北角店),1112条评价,￥33,炸鸡炸串,大丰路,https://www.dianping.com/shop/k4px9j5mtMmcmHDm,https://img.meituan.net/msmerchant/08a990b47e01940509c7ba65e208c3b34444627.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5,10,,
k5uXVRK6KAEmTiSq,芝士遇见鸡(天津泰达永旺店),1408条评价,￥57,韩国料理,开发区永旺,https://www.dianping.com/shop/k5uXVRK6KAEmTiSq,https://img.meituan.net/content/60ca7852a8b88d5bab85e7f34274c66e101192.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,10,,
k4C5A6EtlXJAlNEN,肯德基(天津仁恒伊势丹店),109条评价,￥27,西式快餐,东马路,https://www.dianping.com/shop/k4C5A6EtlXJAlNEN,https://img.meituan.net/content/fa0cd80f0f02f14417a15d8ae50ff413134624.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,10,,
k8cY6cUGLOGagL24,北顾村·古方炸鸡(静湖店),29条评价,￥11,炸鸡炸串,龙湾城/华北城,https://www.dianping.com/shop/k8cY6cUGLOGagL24,http://p0.meituan.net/merchant/480cd55ae86eb30e12d69a2eef048ffd78080.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,10,,
k5oDD4UMRHevskzc,SUPERBOOM爆爆大汉堡(和平大悦城店),13837条评价,￥63,西餐,五大道,https://www.dianping.com/shop/k5oDD4UMRHevskzc,https://img.meituan.net/content/62640a3735095b6db7bdcf353eb42774225231.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5,10,,
l7jRRgxRGSCnnvFn,喆妈料理(第一大街店),1382条评价,￥93,韩国料理,经济开发区,https://www.dianping.com/shop/l7jRRgxRGSCnnvFn,http://p1.meituan.net/biztone/189147342_1693881139371.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5,10,,
laCOVf3YzqfGiGZn,哇啦哇啦 Wala Wala小白楼,3676条评价,￥56,韩国料理,小白楼,https://www.dianping.com/shop/laCOVf3YzqfGiGZn,http://p0.meituan.net/merchant/e7c0f6c55a9f2bd70b4107ffc84bce73361387.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5,10,,
l4miSrxaMR9FWiCg,激力炸鸡社,2条评价,￥30,炸鸡炸串,大寺,https://www.dianping.com/shop/l4miSrxaMR9FWiCg,https://img.meituan.net/mogu/aa5cfd100bcbd4284d1d60107907d69b706107.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5,10,,
H3nz7xJrUS0hc7t2,肯德基(环河北路店),375条评价,￥33,西式快餐,空港经济区,https://www.dianping.com/shop/H3nz7xJrUS0hc7t2,https://img.meituan.net/content/fa0cd80f0f02f14417a15d8ae50ff413134624.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,10,,
G4wEL7D9uCwzJUkb,二番煮Tapas&Sausage,2796条评价,￥139,日本料理,滨江道,https://www.dianping.com/shop/G4wEL7D9uCwzJUkb,https://img.meituan.net/msmerchant/291156ce1e63b7209685403170bc5c053300547.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5,10,,
k77ECij3ZdSy419N,熊家无二·韩式炸鸡&部队火锅(独流镇店),26条评价,￥25,韩国料理,静海区,https://www.dianping.com/shop/k77ECij3ZdSy419N,https://img.meituan.net/content/a3df83104b995d9d699a253e81d89e025135152.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,10,,
l6wjdqPmMBFmvla8,熊家无二·韩式炸鸡&部队火锅(中北镇店),113条评价,￥35,韩国料理,中北镇,https://www.dianping.com/shop/l6wjdqPmMBFmvla8,https://img.meituan.net/content/a3df83104b995d9d699a253e81d89e025135152.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5,10,,
l4BP5JxgQeGqhxbP,和幸(仁恒伊势丹店),1022条评价,￥90,日本料理,东马路,https://www.dianping.com/shop/l4BP5JxgQeGqhxbP,http://p1.meituan.net/poipicadd/02adf86efabd310a321fea36890cac96778479.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,10,,
Gah4EZiJu2MuyfPd,鸿泽园烧鸡(西湖道店),2830条评价,￥60,烧鸡,白堤路/风荷园,https://www.dianping.com/shop/Gah4EZiJu2MuyfPd,http://p1.meituan.net/merchant/a7be422a6315ff68e49f92f840abcfa660381.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,10,,
