店铺id,店铺名,评论总数,人均价格,标签1,标签2,详情链接,图片链接,店铺总分,city_id,推荐菜,全部菜
G2TidGjFjgoXWl6b,鼎谷炸鸡腿(世纪金源购物中心店),117条评价,￥10,炸鸡炸串,世纪金源,https://www.dianping.com/shop/G2TidGjFjgoXWl6b,http://p1.meituan.net/merchant/3f6d9316471d46c4ad25af6008d6fcdc395554.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,110,,
k3DSqVejYGaW5k6J,博欧姆新派韩国料理(悦方店),547条评价,￥86,韩国料理,悦方IDMALL,https://www.dianping.com/shop/k3DSqVejYGaW5k6J,http://p0.meituan.net/biztone/1469286473_1639806045535.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,110,,
laMc4WMOedEX1f4L,孟小阳美式炸鸡腿,44条评价,￥20,炸鸡炸串,红星路,https://www.dianping.com/shop/laMc4WMOedEX1f4L,http://p1.meituan.net/poipicadd/9e930e0ae79d96a0ebcb71541d2cf00653010.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,110,,
k4N0QsGi81UGsoXw,CHUXIN YUMMY韩式炸鸡(高新店),3条评价,￥21,炸鸡炸串,高新区,https://www.dianping.com/shop/k4N0QsGi81UGsoXw,http://p1.meituan.net/poipicadd/4ede02fb2400da2dde0d8319b9a07442435497.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5,110,,
l1D3gW55Sc23sVKR,食搭子中式炸鸡(合肥1912店),86条评价,￥18,炸鸡炸串,1912街区,https://www.dianping.com/shop/l1D3gW55Sc23sVKR,http://p0.meituan.net/merchant/6d51ed8fec2da40f785a91bfa9de9671116065.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5,110,,
Ga9HfCsza78hinTZ,好乐鸡(大学城店),49条评价,￥10,炸鸡炸串,中环城,https://www.dianping.com/shop/Ga9HfCsza78hinTZ,https://img.meituan.net/content/b58e477c07a98d252a691eb6f87e67a9240555.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5,110,,
H91AhCrWUhX0DEdx,肯德基(万象城店),639条评价,￥36,西式快餐,华润万象城,https://www.dianping.com/shop/H91AhCrWUhX0DEdx,https://img.meituan.net/content/fa0cd80f0f02f14417a15d8ae50ff413134624.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,110,,
H5gwRMOTOZjosyoi,好乐鸡(官亭路店),239条评价,￥11,炸鸡炸串,之心城,https://www.dianping.com/shop/H5gwRMOTOZjosyoi,https://img.meituan.net/content/074882733ca02dc47f85d4f0ae2a4d62318673.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,110,,
l3yBVpYnDQ9RHpBL,公主玛莉炸鸡草给料·放题自助,403条评价,￥34,自助餐,淮河路步行街,https://www.dianping.com/shop/l3yBVpYnDQ9RHpBL,https://img.meituan.net/content/ded549fb1003024b2cdc40da77ab7c7e3270940.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,110,,
H7kM11wFu5nInwGu,聚香婆·香骨炸鸡(大蜀山店),8条评价,￥12,炸鸡炸串,高新区,https://www.dianping.com/shop/H7kM11wFu5nInwGu,https://p0.meituan.net/biztone/755de72634095bbb6c6f9a75202cee24131727.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5,110,,
l1CThUvMfHshb1K4,熊家无二·韩式炸鸡(南七店),36条评价,￥24,炸鸡炸串,南七里站,https://www.dianping.com/shop/l1CThUvMfHshb1K4,https://img.meituan.net/content/21c63016d1e7d05e6a364fe890fc9c70204051.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5,110,,
G9bm1ELZcTxssZSt,客必客手作炸鸡(大洋之心城店),808条评价,￥16,小吃,之心城,https://www.dianping.com/shop/G9bm1ELZcTxssZSt,http://p0.meituan.net/merchant/3dcd807df8c6e9e818773dfb0762db3a24294.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,110,,
H5t2dhzQMQAmncLz,MAMMOTH猛犸象(之心城店),3059条评价,￥95,西餐,之心城,https://www.dianping.com/shop/H5t2dhzQMQAmncLz,https://p0.meituan.net/biztone/0b4834ac4427a2f30fb7a5b2be60c8b2333259.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5,110,,
H8WtpTNHvCqE7cwd,Taste Seoul创意韩国料理(新粮仓店),1512条评价,￥113,韩国料理,蜀山区,https://www.dianping.com/shop/H8WtpTNHvCqE7cwd,http://p0.meituan.net/biztone/848509230_1711541015193.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,110,,
ix7UxBI3iK6GLMHe,临榆炸鸡腿(巢湖万达店),11条评价,￥15,炸鸡炸串,巢湖火车站,https://www.dianping.com/shop/ix7UxBI3iK6GLMHe,https://img.meituan.net/content/df1c25af9ab48c272567792ca096280399079.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5,110,,
k5EsfHi3b75ATBLe,熊家无二·韩式炸鸡(武里山天街店),34条评价,￥16,炸鸡炸串,武里山天街,https://www.dianping.com/shop/k5EsfHi3b75ATBLe,https://img.meituan.net/content/21c63016d1e7d05e6a364fe890fc9c70204051.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,110,,
H5i11OIu6CgmNZQU,我的香气(滨湖银泰店),482条评价,￥20,炸鸡炸串,滨湖银泰城,https://www.dianping.com/shop/H5i11OIu6CgmNZQU,https://p0.meituan.net/biztone/6338e096c8e1213d8fbd22829a63386f150124.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,110,,
G2OZBVLs5LfQAZvv,老韩煸鸡(包河万象汇店),68条评价,￥28,小吃,葛大店,https://www.dianping.com/shop/G2OZBVLs5LfQAZvv,https://p0.meituan.net/biztone/2a78e8950cedcd0acd2c79c8bb6957de338694.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5,110,,
H7g7vcOi6yk7OzBq,咏巷炸鸡(国购广场店),27条评价,￥17,炸鸡炸串,国购广场,https://www.dianping.com/shop/H7g7vcOi6yk7OzBq,https://img.meituan.net/content/2d84c19c1829f9176b706f3c4e006fd171872.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5,110,,
H84aIJCd7ZnoSE1x,宫拉拉蒜香炸鸡(庐阳万象汇店),111条评价,￥22,炸鸡炸串,橡树湾,https://www.dianping.com/shop/H84aIJCd7ZnoSE1x,https://img.meituan.net/content/cd6eca137b862bfa841eae9064e6f283136927.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,110,,
k2ansdj3cQE1nO8b,the Frypan部队火锅·韩国炸鸡韩国料理(吾悦金街店),415条评价,￥45,韩国料理,龙泉路,https://www.dianping.com/shop/k2ansdj3cQE1nO8b,https://img.meituan.net/msmerchant/4fe5014032fbadf20b9ba789ef18d89f505695.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,110,,
H2zs1j87t6vzrEwU,MOR'JON 莫槿概念韩式料理(滨湖方圆荟店),935条评价,￥103,韩国料理,滨湖世纪城,https://www.dianping.com/shop/H2zs1j87t6vzrEwU,https://p0.meituan.net/biztone/1d7917d4c346feccb96cfdbaba44a02d567975.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5,110,,
EZfAhycfy8pttRys,临榆炸鸡腿(庐江岗湾老街),30条评价,￥14,炸鸡炸串,军二路,https://www.dianping.com/shop/EZfAhycfy8pttRys,https://img.meituan.net/content/df1c25af9ab48c272567792ca096280399079.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5,110,,
G3hogh8vCalVoN1v,做披萨的奇葩(万科广场店),634条评价,￥78,西餐,万科森林公园,https://www.dianping.com/shop/G3hogh8vCalVoN1v,https://p0.meituan.net/biztone/5c67e6e1add908d3922d510072f9f0b8594810.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5,110,,
HaM1yCnJaRze6bEq,MAMMOTH猛犸象(包河万象汇店),619条评价,￥95,西餐,葛大店,https://www.dianping.com/shop/HaM1yCnJaRze6bEq,https://p0.meituan.net/biztone/0b4834ac4427a2f30fb7a5b2be60c8b2333259.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5,110,,
l2OeRqKddHwB9CIl,仇先森的炸鸡店,-,￥228,炸鸡炸串,阿奎利亚,https://www.dianping.com/shop/l2OeRqKddHwB9CIl,https://p0.meituan.net/biztone/2d3988bc31ec9889314f973d84801e0582022.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,0,110,,
G7LVFA3uvLVW7Q9A,小憨炸鸡腿(城隍庙店),57条评价,￥14,炸鸡炸串,三孝口/女人街,https://www.dianping.com/shop/G7LVFA3uvLVW7Q9A,http://p0.meituan.net/poipicadd/c7f6afc27f6d2402bb337821a559cb35686632.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5,110,,
Ha4wvLokxVqXLUd2,好乐鸡(百大店),89条评价,￥10,快餐简餐,大铺头,https://www.dianping.com/shop/Ha4wvLokxVqXLUd2,https://img.meituan.net/content/b58e477c07a98d252a691eb6f87e67a9240555.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,110,,
G5F088DNuedO93uB,老韩煸鸡(合肥大洋店),141条评价,￥30,炸鸡炸串,之心城,https://www.dianping.com/shop/G5F088DNuedO93uB,https://p0.meituan.net/biztone/2a78e8950cedcd0acd2c79c8bb6957de338694.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,110,,
FqPqZz0JkedtY0XN,宫拉拉蒜香炸鸡(肥西旭辉广场店),20条评价,￥21,炸鸡炸串,旭辉广场,https://www.dianping.com/shop/FqPqZz0JkedtY0XN,https://img.meituan.net/content/cd6eca137b862bfa841eae9064e6f283136927.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5,110,,
H9h8VptsK26JpURH,熊大炸鸡(禄徽苑南门店),-,￥17,炸鸡炸串,北城世纪城,https://www.dianping.com/shop/H9h8VptsK26JpURH,https://p0.meituan.net/biztone/27f5589b1de40ab03efb23fd6b5a8be768327.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,0,110,,
l33lA8dixyHPk6xT,潘老大炸鸡腿(九狮桥街店),95条评价,￥15,炸鸡炸串,淮河路步行街,https://www.dianping.com/shop/l33lA8dixyHPk6xT,http://p1.meituan.net/merchant/daf92c4388ed3919b539aed8428effab214172.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,110,,
l1pkBHpMIW0yloVa,好乐鸡(天鹅湖银泰店),35条评价,￥18,小吃,天鹅湖银泰城,https://www.dianping.com/shop/l1pkBHpMIW0yloVa,https://img.meituan.net/content/b58e477c07a98d252a691eb6f87e67a9240555.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5,110,,
GaaQImHJtfNL0T9q,YUMMY韩式炸鸡(金地国际城店),9条评价,￥19,炸鸡炸串,九华山路,https://www.dianping.com/shop/GaaQImHJtfNL0T9q,http://qcloud.dpfile.com/pc/lK50Gz52mKcK4O4JmIRIn5Lm1fWGR4qkjUUPejpZyWiZF3i9TcL3rCu_Q6VZfXrkbKcq9vnEaGy3xLEf-_v_oA.jpg,3.5,110,,
k2PpjvmHyVjcvTM9,老北京炸鸡腿(亳州路店),47条评价,￥14,快餐简餐,亳州路,https://www.dianping.com/shop/k2PpjvmHyVjcvTM9,http://qcloud.dpfile.com/pc/Bc59etoH0nyf6PtMlx4habkVp2UtnuVauMN-DXXN-9-JnJeEBTbmMVWW6d-43xhFbKcq9vnEaGy3xLEf-_v_oA.jpg,3.5,110,,
l45kbKoYaWQdJuC4,豪大大鸡排汉堡炸鸡(一里井店),174条评价,￥16,炸鸡炸串,凤台路大润发,https://www.dianping.com/shop/l45kbKoYaWQdJuC4,https://img.meituan.net/msmerchant/060250df383bb89099f6ccef2ef5a88d146689.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5,110,,
k5FlPaw7bXmpExl8,小武正版炸鸡(七桂塘菜场店),101条评价,￥16,快餐简餐,三孝口/女人街,https://www.dianping.com/shop/k5FlPaw7bXmpExl8,http://p0.meituan.net/xianfu/18efd78551a499a0b747768322c197c161362.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,110,,
kakwZaMMCU8tee7M,肯德基(高新银泰店),212条评价,￥33,西式快餐,高新区,https://www.dianping.com/shop/kakwZaMMCU8tee7M,https://img.meituan.net/content/fa0cd80f0f02f14417a15d8ae50ff413134624.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,110,,
l3EJ4LErHXASctmq,麻辣招排(橡树湾店),5条评价,￥12,炸鸡炸串,橡树湾,https://www.dianping.com/shop/l3EJ4LErHXASctmq,http://p0.meituan.net/poipicadd/399db80afe37f74d6fafd02a7b3bca22152550.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5,110,,
GaUkW4uQvzKbMvb2,The boots泥靴Get holiday(合肥万象城店),4293条评价,￥135,西式正餐,华润万象城,https://www.dianping.com/shop/GaUkW4uQvzKbMvb2,https://img.meituan.net/content/0651c60f37359a85d2bc54b5130f201e413103.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5,110,,
G9if85t2MGRtaCoO,临榆炸鸡腿(合肥蜀山区肥西路店),1条评价,￥13,炸鸡炸串,中科大/黄金广场,https://www.dianping.com/shop/G9if85t2MGRtaCoO,http://p0.meituan.net/poipicadd/a36a7b8b6f594d757ce10fc5e507fe17274808.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5,110,,
k4krIw2GWTWvw8dq,达美乐比萨(黄山路店),200条评价,￥59,比萨,1912街区,https://www.dianping.com/shop/k4krIw2GWTWvw8dq,https://img.meituan.net/content/d0a7b225618200b99dea03fb1a14968865544.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,110,,
H63ppapIh3wKL43v,逃离集团ESCAPECO·BBQ·COCKTAIL,2208条评价,￥81,西餐,蒙城北路,https://www.dianping.com/shop/H63ppapIh3wKL43v,http://p0.meituan.net/biztone/1989811015_1667636871867.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5,110,,
l5oGgJNO3Lh1NAXJ,肯德基(环球店),338条评价,￥33,西式快餐,新都会家乐福,https://www.dianping.com/shop/l5oGgJNO3Lh1NAXJ,https://img.meituan.net/content/fa0cd80f0f02f14417a15d8ae50ff413134624.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,110,,
G7gbeeQS4g84CSxB,好乐鸡(利港银河店),50条评价,￥10,小吃,利港银河广场,https://www.dianping.com/shop/G7gbeeQS4g84CSxB,https://img.meituan.net/content/b58e477c07a98d252a691eb6f87e67a9240555.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5,110,,
G4TVrqtW6zNBqw4G,NEED创意韩国料理(合肥包河万象汇店),737条评价,￥120,韩国料理,葛大店,https://www.dianping.com/shop/G4TVrqtW6zNBqw4G,https://p0.meituan.net/biztone/f71ad99e6fdaf0518e4d815f65f29a69554949.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,110,,
F87TgbQAF6itXiwr,北村韩屋·韩式炸鸡(合肥师范学院店),74条评价,￥33,炸鸡炸串,经开区,https://www.dianping.com/shop/F87TgbQAF6itXiwr,http://p0.meituan.net/merchant/099cadfdf2206c9e3004557aeea8efe9152421.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5,110,,
l3KTj1njnz0zemmw,Bitburger·Shald施爱德西餐·碧特博格(1912店),4138条评价,￥140,西餐,1912街区,https://www.dianping.com/shop/l3KTj1njnz0zemmw,https://img.meituan.net/content/4a165ce52b60d8ab9c8e58aa0f847c1d191406.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5,110,,
k1fxYHlcHVlEv1Fa,Chic Burger美式汉堡(新粮仓店),208条评价,￥49,西餐,蜀山区,https://www.dianping.com/shop/k1fxYHlcHVlEv1Fa,https://p0.meituan.net/biztone/279bf57cfea825ea476bbf7c803b8d6a317407.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5,110,,
H4w8Cg6zmgtVakyk,TAIFORKS大福创意韩国料理(国购广场店),3720条评价,￥70,韩国料理,国购广场,https://www.dianping.com/shop/H4w8Cg6zmgtVakyk,https://img.meituan.net/content/9b1d3210772d4d73f58c2463b431d51f256855.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,110,,
l5XuFGqtC4VLbeqF,安又胖韩国烤肉(滨湖银泰店),4801条评价,￥73,韩式烤肉,滨湖银泰城,https://www.dianping.com/shop/l5XuFGqtC4VLbeqF,https://img.meituan.net/content/7551daee95e5f822ba215b61d6478860218753.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5,110,,
ixd73ykof2heZdNW,名家鲜肉烤肉专营店생고기(1912店),2525条评价,￥102,韩国料理,1912街区,https://www.dianping.com/shop/ixd73ykof2heZdNW,https://img.meituan.net/content/25cc6b15f2147a08b2489558cf1f095c162771.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5,110,,
k584citXunZZixfN,好乐鸡(北一环新天地店),15条评价,￥12,小吃,白水坝,https://www.dianping.com/shop/k584citXunZZixfN,https://img.meituan.net/content/b58e477c07a98d252a691eb6f87e67a9240555.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5,110,,
l1crUMmZDvdbTAoI,SONG-BURGER 怂堡(龙湖天街店),96条评价,￥37,西式快餐,龙岗路,https://www.dianping.com/shop/l1crUMmZDvdbTAoI,http://p0.meituan.net/biztone/1489803646_1683882815555.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,110,,
G6RSMwrvcKtIr155,麦当劳(合肥绿地瀛海店),521条评价,￥22,西式快餐,望江东路,https://www.dianping.com/shop/G6RSMwrvcKtIr155,https://img.meituan.net/content/7de02faffc653403af3669ca849cdd59178614.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,110,,
laQQEciLn2opIy4g,陈小蛮蒜香炸鸡(合肥万科店),19条评价,￥20,炸鸡炸串,万科森林公园,https://www.dianping.com/shop/laQQEciLn2opIy4g,http://p0.meituan.net/poipicadd/b9e5c632a3517439c86323e0c0967ced55380.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5,110,,
l5FadudiZwSd3o3G,喜姐炸串(巢湖万达店),21条评价,￥28,炸鸡炸串,巢湖火车站,https://www.dianping.com/shop/l5FadudiZwSd3o3G,https://img.meituan.net/content/3d535e237f7a07aa373da74eac6c2e5884784.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3,110,,
G9jrFRiPLdQK4K09,好乐鸡(天鹅湖万达店),50条评价,￥10,小吃,天鹅湖万达广场,https://www.dianping.com/shop/G9jrFRiPLdQK4K09,https://img.meituan.net/content/b58e477c07a98d252a691eb6f87e67a9240555.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5,110,,
G50KNOGtBHnRcFkn,好乐鸡(海恒步行街店),13条评价,￥12,快餐简餐,经开区,https://www.dianping.com/shop/G50KNOGtBHnRcFkn,https://img.meituan.net/content/b58e477c07a98d252a691eb6f87e67a9240555.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5,110,,
H5PCJS0fORWnBL2f,魏斯理汉堡(文一津门水街店),100条评价,￥43,西式快餐,包河区,https://www.dianping.com/shop/H5PCJS0fORWnBL2f,http://p1.meituan.net/poipicadd/b40617cc9e38c75768e8e033b870e437341263.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,110,,
G1rqzX4cmi7iI09T,味本家韩国料理(新蚌埠路店),384条评价,￥103,韩国料理,新站区,https://www.dianping.com/shop/G1rqzX4cmi7iI09T,http://p0.meituan.net/biztone/840691414_1679645687166.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,110,,
k3Qml6JG7AsgMBdP,做披萨的奇葩(罍街店),3120条评价,￥80,西餐,宁国路商业区,https://www.dianping.com/shop/k3Qml6JG7AsgMBdP,https://p0.meituan.net/biztone/5c67e6e1add908d3922d510072f9f0b8594810.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5,110,,
EpPvPZkEFOy6IpKm,做披萨的奇葩(祥源广场店),1132条评价,￥74,西餐,祥源广场,https://www.dianping.com/shop/EpPvPZkEFOy6IpKm,https://p0.meituan.net/biztone/5c67e6e1add908d3922d510072f9f0b8594810.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5,110,,
H1TWteGYq0dZs71s,柠檬队长韩国炸鸡(之心城店),8条评价,￥22,炸鸡炸串,三里庵,https://www.dianping.com/shop/H1TWteGYq0dZs71s,http://p0.meituan.net/poipicadd/fbf0ef778c4595c4a5c122e6b50e62d4459819.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5,110,,
k24U9iOc4tFrt60T,堡贝儿炸鸡汉堡,2条评价,￥0,西式快餐,蒙城北路,https://www.dianping.com/shop/k24U9iOc4tFrt60T,http://p0.meituan.net/merchant/76eb512921c93cc238a76cd00670c4c4175505.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,0,110,,
k36rvWmSEERO9RAg,熊家无二·韩式炸鸡&部队火锅(经开大学城店),18条评价,￥20,韩国料理,中环城,https://www.dianping.com/shop/k36rvWmSEERO9RAg,https://img.meituan.net/content/a3df83104b995d9d699a253e81d89e025135152.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5,110,,
H1yc18wMhQwl4FsO,肯德基(天鹅湖万达店),583条评价,￥32,西式快餐,天鹅湖万达广场,https://www.dianping.com/shop/H1yc18wMhQwl4FsO,https://img.meituan.net/content/fa0cd80f0f02f14417a15d8ae50ff413134624.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,110,,
iqCOLp3m4zScghZo,安又胖韩国烤肉(高新银泰店),689条评价,￥73,韩式烤肉,高新区,https://www.dianping.com/shop/iqCOLp3m4zScghZo,https://img.meituan.net/content/7551daee95e5f822ba215b61d6478860218753.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5,110,,
k34gcJcDqZVZAReI,光头鸡架(滨湖店),218条评价,￥34,麻辣烫,滨湖世纪城,https://www.dianping.com/shop/k34gcJcDqZVZAReI,http://p1.meituan.net/poipicadd/662cb26a0ff528de8d00a2106177910a296573.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5,110,,
jdy8qlKPaSZZS0tY,芝士农场·意式餐厅(滨湖银泰店),227条评价,￥67,西餐,滨湖银泰城,https://www.dianping.com/shop/jdy8qlKPaSZZS0tY,https://img.meituan.net/content/5ca527734bd0651a6649e447e8c9be8a632865.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5,110,,
l5FEPduyswhVWCyV,张正炸串,23条评价,￥18,炸鸡炸串,天鹅湖银泰城,https://www.dianping.com/shop/l5FEPduyswhVWCyV,https://p0.meituan.net/biztone/f1fd863f35f3cda62d78784f35eb21b589678.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5,110,,
kaFxsgqizfLcYwSP,樂沾沾·炸鸡·鸡排(万象汇店),6条评价,￥12,炸鸡炸串,橡树湾,https://www.dianping.com/shop/kaFxsgqizfLcYwSP,https://img.meituan.net/content/94802d5cdb4acce2dec26145c25d04ab77155.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5,110,,
G7S5TjpU4ZyyKTmZ,西塔老太太泥炉烤肉(银泰中心二期店),10006条评价,￥127,韩式烤肉,银泰百货,https://www.dianping.com/shop/G7S5TjpU4ZyyKTmZ,https://p0.meituan.net/biztone/3b19e5e16f7b9b84329fa7b874b38d60145725.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5,110,,
H2KVjuG823170X2k,野果yeego(合肥万象城店),730条评价,￥126,创意菜,华润万象城,https://www.dianping.com/shop/H2KVjuG823170X2k,https://p0.meituan.net/biztone/861497a5098267bcb8761105a09775cb795530.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,110,,
iyMvvB1rQakW8pYB,六月中式炸鸡,35条评价,￥10,炸鸡炸串,三里庵,https://www.dianping.com/shop/iyMvvB1rQakW8pYB,https://p0.meituan.net/biztone/59f5e431ceaa413be933fd763aecd789105042.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,110,,
k7rF3892xmOIKOP6,肯德基(中环大润发店),605条评价,￥42,西式快餐,中环城,https://www.dianping.com/shop/k7rF3892xmOIKOP6,https://img.meituan.net/content/fa0cd80f0f02f14417a15d8ae50ff413134624.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,110,,
k8yxuGwcthPHBpQo,炎嗆(百草街锦鲤坊店),4条评价,￥15,炸鸡炸串,高新区,https://www.dianping.com/shop/k8yxuGwcthPHBpQo,http://p0.meituan.net/merchant/cb29de955b6cd9dd9a1637fbfb0b7db8396284.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5,110,,
H4vnC1jBIN0GDdrc,光头鸡架(金粮巷店),766条评价,￥41,麻辣烫,老报馆,https://www.dianping.com/shop/H4vnC1jBIN0GDdrc,http://qcloud.dpfile.com/pc/CuQj9aTeBqIikiZEx3vakrfmdm1-uR964Mt9O_8ABpk0pUlE80XOPlInPTnkJtEjbKcq9vnEaGy3xLEf-_v_oA.jpg,4,110,,
l3zWRwtUxShelPAz,一个人の好天气(罍街店),1350条评价,￥77,西餐,罍街,https://www.dianping.com/shop/l3zWRwtUxShelPAz,http://p0.meituan.net/merchant/dcea1c4589483af6825b66b133191e5e155090.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,110,,
G5OCYtlvlDEjhW9H,正新鸡排·炸鸡烧烤(龙湖光年店),122条评价,￥15,炸鸡炸串,高新区,https://www.dianping.com/shop/G5OCYtlvlDEjhW9H,http://p0.meituan.net/biztone/6525d173dd9eea0b4687cf2e3dd27aed67479.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5,110,,
l32rXJ2Eur9oioux,好乐鸡(漫乐城店),48条评价,￥13,炸鸡炸串,太湖路,https://www.dianping.com/shop/l32rXJ2Eur9oioux,https://img.meituan.net/content/b58e477c07a98d252a691eb6f87e67a9240555.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,110,,
l4ESfz91qH8kHjeD,做披萨的奇葩(中海央墅店),1353条评价,￥79,西餐,包河区,https://www.dianping.com/shop/l4ESfz91qH8kHjeD,https://p0.meituan.net/biztone/5c67e6e1add908d3922d510072f9f0b8594810.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5,110,,
l7RX6QrkTQoAXYio,牛旺烤肉店(合肥首店),663条评价,￥109,融合烤肉,淮河路步行街,https://www.dianping.com/shop/l7RX6QrkTQoAXYio,http://p0.meituan.net/biztone/1191707691_1714463069174.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5,110,,
H7ASgiUqCljHFZS9,好乐鸡(武里山天街店),1条评价,￥12,小吃,武里山天街,https://www.dianping.com/shop/H7ASgiUqCljHFZS9,https://img.meituan.net/content/b58e477c07a98d252a691eb6f87e67a9240555.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,0,110,,
l6a9yiqFnKBJI425,SPACELAB失重餐厅(合肥万象城店),2014条评价,￥116,西餐,华润万象城,https://www.dianping.com/shop/l6a9yiqFnKBJI425,https://img.meituan.net/content/cbe0c2c4d3fdc5660bccd544bce9b9a176890.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5,110,,
